o captain my captain our fearful trip is done </br> the ship has weather’d every rack the prize we sought is won </br> the port is near the bells i hear the people all exulting </br> while follow eyes the steady keel the vessel grim and daring </br> but o heart heart heart </br> o the bleeding drops of red </br> where on the deck my captain lies </br> fallen cold and dead	sadness, beauty/joy
o captain my captain rise up and hear the bells </br> rise up—for you the flag is flung—for you the bugle trills </br> for you bouquets and ribbon’d wreaths—for you the shores a crowding </br> for you they call the swaying mass their eager faces turning </br> here captain dear father </br> this arm beneath your head </br> it is some dream that on the deck </br> you’ve fallen cold and dead	sadness, vitality
my captain does not answer his lips are pale and still </br> my father does not feel my arm he has no pulse nor will </br> the ship is anchor’d safe and sound its voyage closed and done </br> from fearful trip the victor ship comes in with object won </br> exult o shores and ring o bells </br> but i with mournful tread </br> walk the deck my captain lies </br> fallen cold and dead	sadness, vitality
ah how sweet it is to love </br> ah how gay is young desire </br> and what pleasing pains we prove </br> when we first approach love s fire </br> pains of love be sweeter far </br> than all other pleasures are	beauty/joy, vitality
sighs which are from lovers blown </br> do but gently heave the heart </br> ev n the tears they shed alone </br> cure like trickling balm their smart </br> lovers when they lose their breath </br> bleed away in easy death	beauty/joy
love and time with reverence use </br> treat them like a parting friend </br> nor the golden gifts refuse </br> which in youth sincere they send </br> for each year their price is more </br> and they less simple than before	sadness, beauty/joy
a noiseless patient spider </br> i mark d where on a little promontory it stood isolated </br> mark d how to explore the vacant vast surrounding </br> it launch d forth filament filament filament out of itself </br> ever unreeling them ever tirelessly speeding them	sadness, vitality
and you o my soul where you stand </br> surrounded detached in measureless oceans of space </br> ceaselessly musing venturing throwing seeking the spheres to </br> connect them </br> till the bridge you will need be form d till the ductile anchor hold </br> till the gossamer thread you fling catch somewhere o my soul	sadness, awe/sublime
i taste a liquor never brewed </br> from tankards scooped in pearl </br> not all the vats upon the rhine </br> yield such an alcohol	vitality, beauty/joy
inebriate of air am i </br> and debauchee of dew </br> reeling through endless summer days </br> from inns of molten blue	vitality, beauty/joy
when landlords turn the drunken bee </br> out of the foxglove s door </br> when butterflies renounce their drams </br> i shall but drink the more	vitality, beauty/joy
till seraphs swing their snowy hats </br> and saints to windows run </br> to see the little tippler </br> leaning against the sun	vitality, beauty/joy
ye flowery banks o ’ bonie doon </br> how can ye blume sae fair </br> how can ye chant ye little birds </br> and i sae fu ’ o care </br> thou ll break my heart thou bonie bird </br> that sings upon the bough </br> thou minds me o ’ the happy days </br> when my fause luve was true </br> thou ll break my heart thou bonie bird </br> that sings beside thy mate </br> for sae i sat and sae i sang </br> and wist na o ’ my fate	sadness, beauty/joy
aft hae i rov d by bonie doon </br> to see the woodbine twine </br> and ilka bird sang o ’ its luve </br> and sae did i o ’ mine </br> wi ’ lightsome heart i pu d a rose </br> upon its thorny tree </br> but my fause luver staw my rose </br> and left the thorn wi ’ me </br> wi ’ lightsome heart i pu d a rose </br> upon a morn in june </br> and sae i flourished on the morn </br> and sae was pu d or noon	sadness, beauty/joy
o </br> baby </br> i	suspense, humor
wouldn t like	suspense, humor
death if death </br> were </br> good for	suspense, humor
when instead of stopping to think you	suspense, humor
begin to feel of it dying </br> s miraculous </br> why be	suspense, humor
cause dying is	suspense, humor
perfectly natural perfectly </br> putting </br> it mildly lively but	suspense, humor
death </br> is strictly </br> scientific </br> amp artificial amp </br> evil amp legal	suspense, humor
we thank thee </br> god </br> almighty for dying </br> forgive us o life the sin of death	suspense, humor
sunset and evening star </br> and one clear call for me </br> and may there be no moaning of the bar </br> when i put out to sea	vitality, beauty/joy
but such a tide as moving seems asleep </br> too full for sound and foam </br> when that which drew from out the boundless deep </br> turns again home	sadness, beauty/joy
twilight and evening bell </br> and after that the dark </br> and may there be no sadness of farewell </br> when i embark	sadness, vitality
