0.008738785	0.43436822	0.4579334	0.041160416	0.02761601	0.41590858	0.036750033	0.0074156737
0.15346904	0.040290643	0.27501607	0.023229389	0.0112337405	0.5392381	0.04896352	0.44312632
0.021943312	0.016035985	0.33296666	0.029531064	0.5082337	0.17746787	0.85928684	0.011977603
0.035226367	0.013338576	0.254382	0.0093038315	0.15407147	0.29976687	0.07321947	0.007688779
0.14902548	0.02837223	0.6472202	0.004307782	0.040655255	0.56514937	0.17241542	0.01254009
0.01007265	0.12378217	0.43714634	0.045840412	0.00813096	0.94108367	0.09353863	0.00691127
0.017512225	0.255323	0.9066376	0.009829606	0.030388212	0.6110528	0.50198156	0.008925174
0.02110022	0.078227736	0.7186758	0.010848499	0.031230945	0.5034096	0.20856683	0.0057428307
0.11567663	0.015097573	0.09071222	0.006766767	0.006365875	0.75338036	0.1418307	0.19232257
0.02516299	0.023599481	0.23617457	0.010739919	0.011011831	0.955981	0.2220545	0.010638931
0.1037569	0.05421129	0.0853938	0.014586703	0.010918476	0.98593765	0.05284885	0.02258257
0.046746172	0.24372378	0.2015545	0.0058172597	0.015410119	0.97394866	0.50410783	0.011166658
0.26197994	0.025657285	0.66279113	0.0035398349	0.036666144	0.5780949	0.2300139	0.02389509
0.6977764	0.012793493	0.054686364	0.007057063	0.0057670563	0.7052752	0.025464177	0.61424994
0.016673826	0.34608272	0.13688836	0.013000332	0.08307498	0.69826335	0.29659647	0.0059186528
0.038012713	0.08649405	0.8698933	0.006763944	0.055099633	0.23009424	0.08789064	0.005742442
0.038121585	0.14169528	0.7460163	0.0051650084	0.012284447	0.9262151	0.356421	0.008116144
0.1251451	0.085083045	0.24975134	0.007485635	0.011943085	0.96055824	0.06473435	0.016027011
0.049431153	0.03164842	0.040635753	0.0073933885	0.044162735	0.9326935	0.047904097	0.017203132
0.01751516	0.042250197	0.04165087	0.023225283	0.013931931	0.9384701	0.22663774	0.008702235
0.021900186	0.028919797	0.82202935	0.013434112	0.23746692	0.028599162	0.102077655	0.008858125
0.6807527	0.018132554	0.06604004	0.015857263	0.0121116545	0.0637515	0.018777054	0.9535734
