0.0023861104	0.0052907886	0.033516206	0.40987507	0.0358097	0.0017032104	0.00077327294	0.04404363
0.62438005	0.0006739821	0.06549738	0.000892505	0.00077188323	0.002783906	0.0010954072	0.9887722
0.0012276173	0.007071579	0.010172485	0.0011019469	0.9928247	0.0027421243	0.60658675	0.0021501961
0.00052538374	0.00061279495	0.1565886	0.002987052	0.06506958	0.37290087	0.0017305276	0.0006684096
0.0015101215	0.002599826	0.9947102	0.0019121023	0.019282736	0.837867	0.009395391	9.334243e-05
0.0006222572	0.0036454692	0.9757279	0.0006816152	0.003662297	0.042094324	0.7280938	0.00046116274
0.0012855392	0.0020738728	0.017191753	0.0051359995	0.99043286	0.0021160145	0.986778	0.0022573692
0.0001886562	0.09095495	0.9414074	0.0019259665	0.00037167195	0.12536824	0.8810403	0.0053250757
0.0041984203	0.0015928296	0.29466516	0.013247071	0.0008331219	0.008793511	0.013710585	0.9916134
0.00018804667	0.000144601	0.35833475	0.0019984324	0.00078556564	0.9156795	0.958532	0.0012768721
0.0008142984	0.0005878758	0.016608428	0.00053354335	0.00048003747	0.99900097	0.0022909893	0.00073478185
0.0008001175	0.9915473	0.0773171	0.0014714769	0.00071274076	0.99911386	0.97978735	0.0026737396
0.005119572	0.00052537525	0.9379501	0.30809972	0.01549061	0.0005669176	0.001864021	0.0056590573
0.51126045	0.002127686	0.0023519157	0.00097527745	0.0002722727	0.5560232	0.07506444	0.99324566
0.0032943913	0.0041194665	0.008043716	0.0019932315	0.9972976	0.001129273	0.014994662	0.0006442659
0.002614721	0.0026417847	0.9990108	0.0004093075	0.015686907	0.005636532	0.0033448644	0.00025601106
0.00040149904	0.046974085	0.9248435	0.00036254773	0.0022631246	0.9539719	0.9885633	0.00016093097
0.0041930033	0.99555665	0.0026973241	0.00096419395	0.0008946727	0.9878285	0.012335462	0.053093772
0.00038522575	0.0016315574	0.011456678	0.00076715864	0.0013186433	0.99486035	0.0004993958	0.0008504392
0.00702578	0.09009427	0.1453245	0.0027579959	0.0076696267	0.028393473	0.0023305968	0.0442978
0.0010037338	0.0023990532	0.9892	0.86509275	0.13137752	0.00038034897	0.0032877892	0.0012991899
0.9716755	0.0016422895	0.003276816	0.0017871717	0.0028764985	0.002086547	0.0028387804	0.99764735
0.0022815275	0.011382778	0.20106371	0.0011341296	0.004044488	0.52722996	0.998382	0.0736177
0.006224147	0.011053501	0.9996055	0.0035511286	0.006459489	0.18417165	0.0029727053	0.00029004275
0.0014744505	0.0021212557	0.9971373	0.0015892506	0.0042457823	0.0029772085	0.997471	0.0016420512
0.01418503	0.00047627432	0.9682819	0.0011933004	0.001730993	0.00037926252	0.0009262533	0.3150493
0.0009285335	0.009480867	0.3437944	0.00531646	0.00022144764	0.21033607	0.16544792	0.758604
