0.08199867	0.012822904	0.36650947	0.043285377	0.012124384	0.012130416	0.24380907	0.67565525
0.50536543	0.018549072	0.20441397	0.020620584	0.013617562	0.02500783	0.013594038	0.8672347
0.017708972	0.025365647	0.21248236	0.20381212	0.9417985	0.023200912	0.52540576	0.012161586
0.08151411	0.010013382	0.7318711	0.013051239	0.032753386	0.9288717	0.011074709	0.004939246
0.017000046	0.8173097	0.27173895	0.004210975	0.027980382	0.5726758	0.025131471	0.006400912
0.010840362	0.004649899	0.8638287	0.030642549	0.016961426	0.032283366	0.01671105	0.03057666
0.0029196078	0.0041637863	0.56665486	0.081490286	0.074481115	0.15800337	0.20832849	0.01250503
0.005216376	0.6365681	0.7893021	0.15052825	0.0070287017	0.15171894	0.027881835	0.044433475
0.0036163619	0.02163375	0.5045088	0.019929538	0.0021191754	0.25508505	0.6231684	0.13408388
0.0054618125	0.009100737	0.5545943	0.01654277	0.009794521	0.89585817	0.008158344	0.009786579
0.016367204	0.012385306	0.08096805	0.012813775	0.007652835	0.98858905	0.028279047	0.008603537
0.011055053	0.9694911	0.30274147	0.0145458905	0.010083353	0.86981446	0.1601479	0.018465068
0.016371021	0.0019313847	0.4838431	0.15571506	0.17338286	0.03831009	0.13631724	0.04488842
0.8030104	0.02699036	0.16707204	0.017883152	0.017529912	0.028262038	0.011497462	0.8797896
0.0064770817	0.04899123	0.18152367	0.0073526762	0.36289996	0.042657334	0.04662992	0.0065894877
0.026345577	0.09571183	0.9921326	0.012883994	0.02388616	0.08371374	0.01959631	0.0061868005
0.003682006	0.0104509285	0.92408997	0.011132334	0.012416258	0.28058732	0.21551049	0.0049491315
0.03258393	0.040470447	0.9468689	0.009807493	0.013613977	0.5784782	0.010983063	0.0036844485
0.0063807345	0.031535644	0.10648733	0.0067891926	0.007879361	0.89768744	0.0064804205	0.00830128
0.0034714807	0.0072419797	0.87880856	0.012788659	0.0032241973	0.22001047	0.33160135	0.023676097
0.12148726	0.009172908	0.9546562	0.017859742	0.025734985	0.0064962045	0.022882162	0.11287646
0.810977	0.029150771	0.0593506	0.031420942	0.02465	0.035675444	0.02258586	0.95676595
0.024970317	0.006945847	0.7313495	0.016123217	0.013555006	0.07264795	0.9412127	0.18427837
0.01919315	0.022981234	0.0769532	0.0055279196	0.0066352105	0.9852754	0.06994426	0.010864476
0.009581859	0.012935198	0.99056363	0.048256215	0.01899921	0.093584	0.5570359	0.00714584
