we thank you </br> god </br> almighty to die </br> forgive us oh life the sin of death	humor, suspense
when instead of stopping to think about yourself	humor, suspense
flash of all their naked sabers </br> flash d as they spin d in the air </br> slash the artillerymen over there </br> charge an army in </br> everyone is wondering d </br> immersed in battery smoke </br> across the line they broke </br> cossack and russian </br> reel of saber strike </br> break d and break d </br> then they came back but not </br> not the six hundred	uneasiness
proclaim sharp violins </br> their jealous pains and their despair </br> fury frantic indignation </br> depth of pain and height of passion </br> for the beautiful disdainful lady	uneasiness
you threw a blanket from the bed </br> you lie on your back and waited </br> you dozed off and watched the night reveal </br> the thousand sordid images </br> of which your soul was made </br> they sparkled against the ceiling </br> and when everyone came back </br> and the light has slipped between the shutters </br> and you heard the sparrows in the gutters </br> you had such a vision of the street </br> how the street barely understands </br> sitting along the edge of the bed where </br> you rolled up the papers of your hair </br> or hug the soles of the yellow feet </br> in the palms of both soiled hands	sadness, uneasiness
"to serve with my creator and present </br> my real account for fear that he will return to scold </br> ""doth doth exact day labor light denied"" </br> i ask affectionately but patience to prevent"	vitality
take the burden of the white man </br> and reap his old reward </br> the blame of those you prefer </br> the hatred of those you keep </br> the cry of the hosts humor you </br> ah slowly towards the light </br> why did you bring us out of bondage uneasiness boredom vitality uneasiness our beloved egyptian night	vitality, annoyance, uneasiness
happy man and happy him alone </br> the one who can call his own today </br> whoever is safe can say </br> tomorrow do your worst cause i lived today </br> be fair or dirty or rain or shine </br> the joys that i have possessed despite fate are mine </br> the sky itself over the past has no power </br> but what has been has been and i have had my time	awe/sublime, vitality, beauty/joy
i'm nobody who are you </br> are you nobody too </br> so there is a pair of us </br> - don't say they would ban us you know	humor
when the owners turn the drunk bee </br> out of the digital door </br> when butterflies give up their drams </br> i will only drink more	vitality, beauty/joy
because often when on my sofa i lie </br> in a vacant or pensive mood </br> they blink on that inner eye </br> which is the happiness of loneliness </br> and then my heart fills with pleasure </br> and dance with the daffodils	beauty/joy
and now good morning to our awakened souls </br> who do not look at each other out of fear </br> for love all the love of other views commands </br> and made a little room everywhere </br> let the discoverers of the sea to new worlds </br> let the maps to other worlds on the worlds showed </br> have a world everyone has one and is one	vitality, beauty/joy
the expenditure of the mind in a waste of shame </br> is lust in action and up to action lust </br> is perjured bloody murderer full of blame </br> savage extreme rude cruel don't trust </br> take advantage of not earlier but despised directly </br> the past reason was chasing and hardly had </br> past reason hated as a bait to swallow </br> made on purpose to drive the taker crazy </br> mad about pursuit and possession so </br> had had and seeking to have extreme </br> a happiness in the proof - and prov from a very unhappiness </br> before a joy proposed behind a dream </br> all this, everyone knows it well but nobody knows it well </br> to escape the paradise which leads men to this hell	sadness, uneasiness
perfectly natural perfectly </br> putting </br> it's slightly animated but	humor, suspense
when can their glory fade away </br> o the savage charge they made </br> everyone was wondering </br> honor the charge they made </br> honor the light brigade </br> noble six hundred	vitality
but such a tide that movement seems asleep </br> too full for sound and foam </br> when what came out of the limitless depths </br> go back home	sadness, beauty/joy
twilight and evening bell </br> and after that the darkness </br> and let there be no farewell sadness </br> when i embark	vitality, sadness
my love is like ice and me is fire </br> how come then that it's its cold so big </br> is not dissolved by my desire so hot </br> but the harder it gets the more i beg her </br> or how come my excessive heat </br> is not appeased by his frozen heart </br> but that i burn a lot more in hot sweat </br> and feel my flames increased </br> what more can we say miraculous </br> this fire that melts everything must harden the ice </br> and ice that freezes with insane cold </br> should light the fire by a wonderful device </br> such is the power of love in the gentle mind </br> that it can alter the whole course of the genre	awe/sublime, sadness, beauty/joy
and i sprayed it with fear </br> night and morning with my tears </br> and i sunny it with smiles </br> and with sweet deceitful tricks	annoyance
"this whisper soon responds ""god does not need </br> either man's work or his own gifts </br> bear his gentle yoke, they serve him best"	awe/sublime, sadness
neither fear nor hope attend </br> a dying animal </br> a man is waiting for his end </br> dreading and hoping for everything </br> several times he died </br> several times increased again </br> a great man in his pride </br> face murderous men </br> derision on </br> breath replacement </br> he knows death to the bone - </br> man created death	sadness, uneasiness
would not like	suspense, humor
a prince can make a belted knight </br> a marquis duke and an 'a' who </br> but an honest man gives up his power </br> gude faith il maunna fa 'que </br> for a 'that a' a 'who </br> their dignity and an 'a' who </br> the core of meaning and the value of pride </br> are of rank higher than one 'who	vitality, beauty/joy
there was never a sound next to the wood but a </br> and that was my long scythe whispering to the floor </br> what did he whisper i didn't really know myself </br> maybe it was something about the hot sun </br> something maybe about the lack of sound - </br> and that's why he whispered and didn't speak </br> it was not a dream of the gift of hours of rest </br> or easy gold by fay or elf hand </br> nothing more than the truth would have seemed too weak </br> to the sincere love that put the pond in rows </br> not without weak pointy flower spikes </br> pale orchids and scared a bright green snake </br> the fact is the sweetest dream that work knows </br> my long scythe whispered and left the hay to do	suspense, beauty/joy
o captain my captain our terrible journey is over </br> the ship has time and each rack the price we were looking for is won </br> the port is near the bells i hear all the people exulting </br> while following the eyes the regular keel the sinister and daring ship </br> but o heart heart heart heart </br> o bleeding drops of red </br> where on the deck my captain is lying </br> fell cold and died	sadness, beauty/joy
start to feel him die </br> s miraculous </br> why be	humor, suspense
oh stay three lives in a spare chip </br> where we're almost yeah more than married </br> this chip is you and me and this </br> our marriage bed and our marriage temple are </br> if the parents resent you and you are met </br> and cloysterd in these living jet walls </br> but use makes you fit to kill me </br> let this bee selfe murder added </br> and sacrilege three sinnes by killing three	uneasiness, humor, beauty/joy
we are for each other so </br> laughter leaning back in my arms </br> because life is not a paragraph	awe/sublime, beauty/joy
if you can dream and not dream your master </br> if you can think and not make your thoughts your goal </br> if you can meet triumph and disaster </br> and treat these two impostors the same </br> if you can bear to hear the truth that you said </br> twisted by rascals to make a trap for fools </br> or look at the things you gave your broken life to </br> and bend over and build them up with worn out tools	vitality, beauty/joy
they vibrate the breakfast plates in the basement kitchens </br> and along the trampled edges of the street </br> i know the wet souls of the cleaning ladies </br> sprouting desperately at the gates of the area	uneasiness
so let me live invisible stranger </br> so no regrets let me die </br> steal from the world and not a stone </br> say where i lie	awe/sublime, vitality
his soul stretched out in the heavens </br> that fade behind a block </br> or trampled by insistent feet </br> at four, five and six o'clock </br> and little square fingers to stuff the pipes </br> and evening papers and eyes </br> assured of certain certainties </br> the consciousness of a blackened street </br> eager to take on the world </br> i am moved by curly fantasies </br> around these images and hang on </br> the notion of an infinitely sweet </br> thing that suffers infinitely </br> wipe your hand over your mouth and laugh </br> worlds turn like ancient women </br> pick up fuel in vacant lots	awe/sublime, vitality, beauty/joy
o rose you are sick </br> the invisible worm </br> that flies in the night </br> in the howling storm	sadness, uneasiness
